Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,304108.853832,274901.000000
34,4.639000,32768.000000,168955.695068,116333.000000
34,5.649000,4096.000000,72003.166361,26730.000000
34,7.918000,512.000000,60308.809672,10792.000000
34,16.772000,64.000000,48148.226873,3075.000000
34,30.000000,6.000000,54377.710167,2833.000000
34,30.000000,9.000000,64069.029780,3723.000000
34,30.000000,12.000000,45423.596588,3006.000000
34,30.000000,15.000000,60618.712878,4032.000000
34,30.000000,18.000000,60962.932123,3342.000000
