Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
28,4.073000,262144.000000,218457.412417,111963.000000
28,4.639000,32768.000000,174210.386677,114165.000000
28,5.649000,4096.000000,427270.039892,124813.000000
28,7.918000,512.000000,1193361.767879,143485.000000
28,16.772000,64.000000,3168645.452396,112728.000000
28,30.000000,6.000000,3867136.303014,107055.000000
28,30.000000,9.000000,3154743.112104,92637.000000
28,30.000000,12.000000,3106398.960736,108413.000000
28,30.000000,15.000000,2753424.769387,95318.000000
28,30.000000,18.000000,2946908.938371,115656.000000
