Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
28,4.073000,262144.000000,140535.533816,81128.000000
28,4.639000,32768.000000,417731.212670,211540.000000
28,5.649000,4096.000000,345758.912908,104329.000000
28,7.918000,512.000000,1778979.207696,188620.000000
28,16.772000,64.000000,3431970.388771,111213.000000
28,30.000000,6.000000,2945149.412844,81713.000000
28,30.000000,9.000000,3525977.503026,99359.000000
28,30.000000,12.000000,2800649.116198,96286.000000
28,30.000000,15.000000,3220356.312441,113397.000000
28,30.000000,18.000000,3416440.203338,125912.000000
