Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
24,4.073000,262144.000000,427212.789958,183379.000000
24,4.639000,32768.000000,832811.178415,316443.000000
24,5.649000,4096.000000,1329924.510746,244368.000000
24,7.918000,512.000000,3483743.418909,274520.000000
24,16.772000,64.000000,7988248.248516,216440.000000
24,30.000000,6.000000,8985411.136173,206753.000000
24,30.000000,9.000000,7954178.902907,186947.000000
24,30.000000,12.000000,7983487.760231,217494.000000
24,30.000000,15.000000,6836610.703088,207857.000000
24,30.000000,18.000000,7205247.955292,239025.000000
