arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
36,4.073000,262144,145027.033770
36,4.639000,32768,236319.830564
36,5.649000,4096,175947.357045
36,7.918000,512,78930.160642
36,16.772000,64,58633.745301
36,30.000000,6,55157.372689
36,30.000000,9,55710.274394
36,30.000000,12,53994.055247
