Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,103648.006667,78839.000000
32,4.639000,32768.000000,181344.147074,138761.000000
32,5.649000,4096.000000,179568.058223,75398.000000
32,7.918000,512.000000,120158.668302,16922.000000
32,16.772000,64.000000,96558.402969,5358.000000
32,30.000000,6.000000,96888.675819,4011.000000
32,30.000000,9.000000,110324.387676,6423.000000
32,30.000000,12.000000,161211.479700,9345.000000
32,30.000000,15.000000,122261.992798,5913.000000
32,30.000000,18.000000,105247.649969,6874.000000
