Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,78011.382419,40905.000000
32,4.639000,32768.000000,282208.183017,215450.000000
32,5.649000,4096.000000,329892.624031,96486.000000
32,7.918000,512.000000,99365.633964,17719.000000
32,16.772000,64.000000,120607.080775,6525.000000
32,30.000000,6.000000,127773.971904,4732.000000
32,30.000000,9.000000,85113.926081,4703.000000
32,30.000000,12.000000,68723.805977,3665.000000
32,30.000000,15.000000,129755.368020,5974.000000
32,30.000000,18.000000,134548.284355,8887.000000
