Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
24,4.073000,262144.000000,500741.014270,219627.000000
24,4.639000,32768.000000,628199.915660,213851.000000
24,5.649000,4096.000000,1519975.936753,253153.000000
24,7.918000,512.000000,3755274.907187,281511.000000
24,16.772000,64.000000,7904805.134443,213878.000000
24,30.000000,6.000000,8502178.709534,202292.000000
24,30.000000,9.000000,9081317.138212,205531.000000
24,30.000000,12.000000,8179228.155528,213153.000000
24,30.000000,15.000000,7088249.769589,221068.000000
24,30.000000,18.000000,7547877.514581,245068.000000
