Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,370998.922067,170249.000000
22,4.639000,32768.000000,1179580.035010,281365.000000
22,5.649000,4096.000000,2357163.174364,280080.000000
22,7.918000,512.000000,4707955.299987,280771.000000
22,16.772000,64.000000,10383408.709005,251701.000000
22,30.000000,6.000000,11230745.190334,240608.000000
22,30.000000,9.000000,10514531.822651,226594.000000
22,30.000000,12.000000,10352711.529973,259592.000000
22,30.000000,15.000000,9803014.415707,248332.000000
22,30.000000,18.000000,9539177.643754,262023.000000
