Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
36,4.073000,262144.000000,61555.869322,37724.000000
36,4.639000,32768.000000,110843.776542,63949.000000
36,5.649000,4096.000000,114492.699911,36256.000000
36,7.918000,512.000000,58332.201373,12161.000000
36,16.772000,64.000000,29034.964043,1839.000000
36,30.000000,6.000000,30265.286534,1858.000000
36,30.000000,9.000000,29932.380260,2129.000000
36,30.000000,12.000000,32067.119687,1778.000000
36,30.000000,15.000000,31975.352899,2215.000000
36,30.000000,18.000000,41288.620478,3968.000000
