Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
30,4.073000,262144.000000,116056.707251,65273.000000
30,4.639000,32768.000000,720672.059098,298057.000000
30,5.649000,4096.000000,365183.960371,98921.000000
30,7.918000,512.000000,665035.439532,81457.000000
30,16.772000,64.000000,436083.268858,18827.000000
30,30.000000,6.000000,952250.772902,33034.000000
30,30.000000,9.000000,548265.575833,21624.000000
30,30.000000,12.000000,860496.465730,36693.000000
30,30.000000,15.000000,1053495.024447,44579.000000
30,30.000000,18.000000,593879.444969,28980.000000
