Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,231212.887850,190859.000000
32,4.639000,32768.000000,152314.864905,92433.000000
32,5.649000,4096.000000,370815.634138,130076.000000
32,7.918000,512.000000,88135.825542,12705.000000
32,16.772000,64.000000,70029.415220,3647.000000
32,30.000000,6.000000,178719.432211,9674.000000
32,30.000000,9.000000,104689.576711,4222.000000
32,30.000000,12.000000,158755.125174,10423.000000
32,30.000000,15.000000,73708.836356,5480.000000
32,30.000000,18.000000,117405.914421,7586.000000
