Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
40,4.073000,262144.000000,226156.745237,176852.000000
40,4.639000,32768.000000,273025.604233,165713.000000
40,5.649000,4096.000000,48490.369240,18140.000000
40,7.918000,512.000000,28789.891108,5078.000000
40,16.772000,64.000000,20387.383059,1646.000000
40,30.000000,6.000000,17695.979995,868.000000
40,30.000000,9.000000,18162.594776,1183.000000
40,30.000000,12.000000,20209.066530,1731.000000
40,30.000000,15.000000,21692.935740,1569.000000
40,30.000000,18.000000,19797.895797,1668.000000
