Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
20,4.073000,262144.000000,983123.495048,233338.000000
20,4.639000,32768.000000,1410267.297362,285367.000000
20,5.649000,4096.000000,2455290.543123,270877.000000
20,7.918000,512.000000,5683632.632965,291765.000000
20,16.772000,64.000000,12168507.216794,268194.000000
20,30.000000,6.000000,13296365.311527,258751.000000
20,30.000000,9.000000,12174813.964330,248838.000000
20,30.000000,12.000000,11397787.920593,258870.000000
20,30.000000,15.000000,11919583.707459,263423.000000
20,30.000000,18.000000,11216595.121689,271172.000000
