Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
30,4.073000,262144.000000,102127.712199,69901.000000
30,4.639000,32768.000000,86592.531173,34544.000000
30,5.649000,4096.000000,355180.405263,125007.000000
30,7.918000,512.000000,427680.607706,58597.000000
30,16.772000,64.000000,921476.438735,31091.000000
30,30.000000,6.000000,1505696.623562,41533.000000
30,30.000000,9.000000,1453714.642781,37296.000000
30,30.000000,12.000000,828024.271668,30936.000000
30,30.000000,15.000000,1477058.024694,46369.000000
30,30.000000,18.000000,1180698.837858,56786.000000
