Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
36,4.073000,262144.000000,250810.088222,168244.000000
36,4.639000,32768.000000,72382.480000,26716.000000
36,5.649000,4096.000000,60332.739454,21725.000000
36,7.918000,512.000000,61124.519753,12414.000000
36,16.772000,64.000000,32194.513896,2081.000000
36,30.000000,6.000000,28357.904454,1569.000000
36,30.000000,9.000000,32367.589082,2216.000000
36,30.000000,12.000000,32885.278484,2389.000000
36,30.000000,15.000000,32691.275610,1915.000000
36,30.000000,18.000000,42976.855166,3325.000000
