Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
20,4.073000,262144.000000,740474.792230,203681.000000
20,4.639000,32768.000000,1872373.199417,259319.000000
20,5.649000,4096.000000,3006056.092261,296314.000000
20,7.918000,512.000000,5766242.300888,296582.000000
20,16.772000,64.000000,12111857.430029,266948.000000
20,30.000000,6.000000,13596604.643898,267168.000000
20,30.000000,9.000000,12658079.726743,253428.000000
20,30.000000,12.000000,11800219.616710,260260.000000
20,30.000000,15.000000,11434841.901600,277584.000000
20,30.000000,18.000000,10993639.340422,264475.000000
