Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,276007.994270,222748.000000
26,4.639000,32768.000000,265449.256222,142313.000000
26,5.649000,4096.000000,1422941.007795,302360.000000
26,7.918000,512.000000,2492933.043518,231302.000000
26,16.772000,64.000000,5937737.462514,178411.000000
26,30.000000,6.000000,6617143.195216,162352.000000
26,30.000000,9.000000,6419418.993651,156538.000000
26,30.000000,12.000000,5602534.231434,170531.000000
26,30.000000,15.000000,5530696.529693,190589.000000
26,30.000000,18.000000,6020916.295114,209605.000000
