Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,85333.981983,73811.000000
26,4.639000,32768.000000,812454.039661,274522.000000
26,5.649000,4096.000000,1138661.998312,266743.000000
26,7.918000,512.000000,2212966.604804,215468.000000
26,16.772000,64.000000,5252705.896969,160975.000000
26,30.000000,6.000000,6488416.573063,160345.000000
26,30.000000,9.000000,6384599.993364,157948.000000
26,30.000000,12.000000,5264958.314780,160323.000000
26,30.000000,15.000000,5837085.490121,189925.000000
26,30.000000,18.000000,6545943.709606,227231.000000
