Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
36,4.073000,262144.000000,194569.597769,117087.000000
36,4.639000,32768.000000,131400.681273,64666.000000
36,5.649000,4096.000000,83136.827531,33330.000000
36,7.918000,512.000000,52889.677301,8633.000000
36,16.772000,64.000000,33901.431828,2851.000000
36,30.000000,6.000000,38610.158948,1806.000000
36,30.000000,9.000000,30780.666773,1806.000000
36,30.000000,12.000000,34296.019580,2562.000000
36,30.000000,15.000000,37358.408090,2320.000000
36,30.000000,18.000000,42857.090044,3640.000000
