Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,113609.516961,92903.000000
34,4.639000,32768.000000,214024.841850,153894.000000
34,5.649000,4096.000000,66994.061729,25116.000000
34,7.918000,512.000000,102085.773676,20389.000000
34,16.772000,64.000000,37411.591639,1971.000000
34,30.000000,6.000000,46804.771017,2071.000000
34,30.000000,9.000000,51362.115640,3838.000000
34,30.000000,12.000000,51892.016255,3959.000000
34,30.000000,15.000000,53551.860603,3694.000000
34,30.000000,18.000000,55365.306122,3631.000000
