Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,92705.098964,57213.000000
34,4.639000,32768.000000,49192.237070,25309.000000
34,5.649000,4096.000000,108280.969376,31963.000000
34,7.918000,512.000000,78177.425361,14291.000000
34,16.772000,64.000000,58510.154623,4159.000000
34,30.000000,6.000000,56081.144826,2584.000000
34,30.000000,9.000000,56526.679984,3562.000000
34,30.000000,12.000000,47591.313661,2837.000000
34,30.000000,15.000000,48406.422270,2643.000000
34,30.000000,18.000000,45051.868352,2498.000000
