arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.5606052924016032,2.063335304661598,1.808738287321849,0.842797694400189,0.8936640709800038,1.2451575233782894,1.1407594559833882
22,0.6874274266457039,2.3015032367456976,1.0019174996089977,1.0385942931711043,1.0221676457305895,1.3673204020722278,2.297098551171997
24,0.5312508261133156,2.178106706561617,1.0771896078009398,0.9939766821577396,1.0191502892518276,1.2767682073904751,2.022027218595412
26,0.5384260200416361,2.031388169536706,1.0506003790484375,0.9237721760944616,0.9527526971194488,1.1864151836385437,1.933549815941052
28,0.558838226728212,2.5935436670078587,1.4717955857521634,1.1683064362001279,1.022414344135261,1.4852595800649258,1.7621629607500313
30,0.4512102652428582,2.286541676363403,1.0126260105190052,0.774077813974613,0.7273405213122366,1.3494245879697335,2.258031743813763
32,0.3491790735383193,2.0484037552643968,1.299308116461013,0.8365351739097824,0.8995397061599576,1.0982889686692008,1.5765342564346714
34,0.4123335786167253,2.7413513067049085,1.1665006995965237,1.2847377484124791,1.0523840853078494,1.60056733611775,2.350064005665067
36,0.3612165224991159,2.732610444736842,1.231304623008297,1.2860995762659282,0.8819141026768004,1.5644085063025552,2.219280585547212
38,0.4418089737767433,2.534935267131789,1.5102873068469411,1.2107044438326209,1.0267505434913526,1.443793072300067,1.6784457206516734
40,0.3347366224308798,2.919515291482749,1.191856346623661,1.4386203459741382,1.029053729199414,1.6414050829942206,2.44955300171306
