frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,849012.630178,28811.000000,0.000000
4,526876.511321,20923.000000,0.000000
8,1065294.789178,37598.000000,0.000000
16,1684771.993534,56449.000000,0.000000
32,1517484.451189,55596.000000,0.000000
64,2232217.288754,86876.000000,0.000000
128,2868309.620497,96389.000000,0.000000
256,3070289.146552,101018.000000,0.000000
512,2810060.082696,94555.000000,0.000000
1024,2047114.095608,72980.000000,0.000000
2048,2074150.981085,81537.000000,0.000000
4096,1934326.303146,76206.000000,0.000000
8192,1415759.234553,57057.000000,0.000000
16384,1426942.695714,63497.000000,0.000000
32768,4319734.761047,127608.000000,0.000000
65536,2953977.580512,86588.000000,0.000000
