frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1271620.516793,35117.000000,0.000000
4,1218845.310991,37468.000000,0.000000
8,1154378.292006,36614.000000,0.000000
16,1633196.693581,49780.000000,0.000000
32,2988479.354805,106918.000000,0.000000
64,1597984.605959,50152.000000,0.000000
128,2081748.384499,65300.000000,0.000000
256,3211245.196314,92270.000000,0.000000
512,3482182.668279,96008.000000,0.000000
1024,1771486.559634,60150.000000,0.000000
2048,1761444.577726,58292.000000,0.000000
4096,1860559.767330,55826.000000,0.000000
8192,2734769.443050,78158.000000,0.000000
16384,4751453.287265,134898.000000,0.000000
32768,3864083.521264,115939.000000,0.000000
65536,6375813.007215,184112.000000,0.000000
