frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,997143.134907,38057.000000,0.000000
4,1888484.097691,52723.000000,0.000000
8,1871227.582877,54726.000000,0.000000
16,2322172.040206,69764.000000,0.000000
32,2669051.844477,87299.000000,0.000000
64,2468264.667876,76143.000000,0.000000
128,2268308.363453,69686.000000,0.000000
256,3456445.833293,96014.000000,0.000000
512,2690476.359572,81769.000000,0.000000
1024,2445771.590736,75116.000000,0.000000
2048,1531370.812182,49375.000000,0.000000
4096,671025.264292,26474.000000,0.000000
8192,3598934.408658,104347.000000,0.000000
16384,4732547.013715,136353.000000,0.000000
32768,1403269.963140,42992.000000,0.000000
65536,3961121.683818,113509.000000,0.000000
