frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,901965.198653,38709.000000,0.000000
4,512814.571130,19999.000000,0.000000
8,1572750.719208,59167.000000,0.000000
16,2009716.412032,85907.000000,0.000000
32,1651905.274832,70444.000000,0.000000
64,1973737.175564,74233.000000,0.000000
128,2090109.304168,91281.000000,0.000000
256,2302378.529559,111014.000000,0.000000
512,2761799.637132,108160.000000,0.000000
1024,1993964.775523,78762.000000,0.000000
2048,2522156.049417,88027.000000,0.000000
4096,5250590.377856,177129.000000,0.000000
8192,3760905.347539,123160.000000,0.000000
16384,3809559.293009,138368.000000,0.000000
32768,3435486.150328,133582.000000,0.000000
65536,994257.682792,44729.000000,0.000000
