frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1207602.122710,51034.000000,0.000000
4,1150354.934286,50907.000000,0.000000
8,1215471.068799,53888.000000,0.000000
16,1901251.434851,83187.000000,0.000000
32,2620021.016582,107134.000000,0.000000
64,1832082.647440,81421.000000,0.000000
128,2875716.937316,114747.000000,0.000000
256,3302468.337826,124357.000000,0.000000
512,2971850.195934,117007.000000,0.000000
1024,2891489.480657,114961.000000,0.000000
2048,2594724.916016,106889.000000,0.000000
4096,2921708.122363,118816.000000,0.000000
8192,2163538.774290,76482.000000,0.000000
16384,2588368.252316,100101.000000,0.000000
32768,2518787.644672,109551.000000,0.000000
65536,9304380.052743,255937.000000,0.000000
