frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1241765.171500,58888.000000,0.000000
4,1573668.685254,66265.000000,0.000000
8,1289810.469039,60205.000000,0.000000
16,2212575.475339,87401.000000,0.000000
32,1870591.412711,70848.000000,0.000000
64,2315484.386487,94223.000000,0.000000
128,1496848.900379,62547.000000,0.000000
256,2859769.099837,113679.000000,0.000000
512,3334423.227369,121020.000000,0.000000
1024,3349509.154028,124264.000000,0.000000
2048,4111348.612619,152393.000000,0.000000
4096,2016357.829653,80192.000000,0.000000
8192,3655748.972196,137334.000000,0.000000
16384,1966639.541055,77258.000000,0.000000
32768,3744211.376956,139092.000000,0.000000
65536,9574253.484713,255842.000000,0.000000
