frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1079091.708522,49914.000000,0.000000
4,822409.258284,40818.000000,0.000000
8,1944633.812677,75466.000000,0.000000
16,1999330.841001,89380.000000,0.000000
32,2194373.555910,94112.000000,0.000000
64,2412506.372139,96497.000000,0.000000
128,2525251.012703,98446.000000,0.000000
256,2181717.374460,85144.000000,0.000000
512,2712081.345863,92371.000000,0.000000
1024,1946027.173787,89861.000000,0.000000
2048,2924943.831967,117702.000000,0.000000
4096,2485056.159812,98623.000000,0.000000
8192,3424293.307831,122184.000000,0.000000
16384,3182465.123266,127032.000000,0.000000
32768,707751.756990,39255.000000,0.000000
65536,3804627.468434,123049.000000,0.000000
