frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1080332.002101,36895.000000,0.000000
4,1296570.049964,46763.000000,0.000000
8,837062.540423,38032.000000,0.000000
16,1254775.094450,44993.000000,0.000000
32,2604314.933211,91295.000000,0.000000
64,2040220.441771,76538.000000,0.000000
128,2231812.991327,86537.000000,0.000000
256,1865139.471591,75121.000000,0.000000
512,3041097.838546,106926.000000,0.000000
1024,2974826.025017,88961.000000,0.000000
2048,3572535.608201,124000.000000,0.000000
4096,3604020.019122,143546.000000,0.000000
8192,3221362.297897,111854.000000,0.000000
16384,4376297.237451,131372.000000,0.000000
32768,1818711.523017,58218.000000,0.000000
65536,2633061.715850,98932.000000,0.000000
