frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,971157.687045,40991.000000,0.000000
4,1986814.298878,83795.000000,0.000000
8,977735.199060,39711.000000,0.000000
16,1949710.150435,73499.000000,0.000000
32,2690542.627176,106431.000000,0.000000
64,2452164.687941,91172.000000,0.000000
128,1186328.540418,54470.000000,0.000000
256,2633268.132758,103310.000000,0.000000
512,2331398.634371,84650.000000,0.000000
1024,2859315.820394,95328.000000,0.000000
2048,2484696.408041,102379.000000,0.000000
4096,2947513.865828,121909.000000,0.000000
8192,4087700.023753,147643.000000,0.000000
16384,5048725.812580,151859.000000,0.000000
32768,3769807.716381,149005.000000,0.000000
65536,5866677.409245,174085.000000,0.000000
