frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1512277.236778,62206.000000,0.000000
4,1855074.606752,65752.000000,0.000000
8,1625920.786117,66935.000000,0.000000
16,2109068.582328,81416.000000,0.000000
32,2143463.540027,92097.000000,0.000000
64,2464158.017040,106142.000000,0.000000
128,2443095.532764,95653.000000,0.000000
256,2961343.965298,119994.000000,0.000000
512,2446434.365010,88342.000000,0.000000
1024,2821492.160570,96492.000000,0.000000
2048,2100035.129405,84305.000000,0.000000
4096,2378029.956239,88408.000000,0.000000
8192,2265290.949860,88704.000000,0.000000
16384,2383110.319355,96982.000000,0.000000
32768,2109998.950981,72880.000000,0.000000
65536,1896976.403638,70945.000000,0.000000
