frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1077428.558884,53196.000000,0.000000
4,613337.394458,29118.000000,0.000000
8,1412323.020182,56446.000000,0.000000
16,2248082.532406,94788.000000,0.000000
32,1509327.203211,70018.000000,0.000000
64,2394630.264529,94049.000000,0.000000
128,2798551.856148,110761.000000,0.000000
256,2315163.366656,100332.000000,0.000000
512,1715569.154323,62653.000000,0.000000
1024,3548897.370533,138253.000000,0.000000
2048,3238419.938398,125778.000000,0.000000
4096,1127590.046437,59780.000000,0.000000
8192,2307807.003216,85662.000000,0.000000
16384,3217795.314187,122869.000000,0.000000
32768,2054534.463316,89608.000000,0.000000
65536,1769981.713548,77218.000000,0.000000
