frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,851256.067185,35515.000000,0.000000
4,785154.767433,24284.000000,0.000000
8,1249580.495642,45975.000000,0.000000
16,1428819.671708,56965.000000,0.000000
32,1861911.512260,71199.000000,0.000000
64,2236930.845081,78801.000000,0.000000
128,2025762.191474,80418.000000,0.000000
256,2383578.937424,86512.000000,0.000000
512,2882093.349381,89558.000000,0.000000
1024,2343334.677103,73456.000000,0.000000
2048,1855990.225791,59242.000000,0.000000
4096,2738825.180130,94540.000000,0.000000
8192,1609760.262731,65371.000000,0.000000
16384,977156.078955,28658.000000,0.000000
32768,1266523.388842,52864.000000,0.000000
65536,1855107.448920,66801.000000,0.000000
