frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1575060.746526,49492.000000,0.000000
4,1669764.389274,49882.000000,0.000000
8,350022.144142,14057.000000,0.000000
16,1461678.595724,49247.000000,0.000000
32,1605460.725833,52268.000000,0.000000
64,2371769.844326,76510.000000,0.000000
128,2185654.828698,70100.000000,0.000000
256,2452117.184956,76730.000000,0.000000
512,3572845.618304,114450.000000,0.000000
1024,3339695.469325,95584.000000,0.000000
2048,2985201.632959,78028.000000,0.000000
4096,2361602.592085,64187.000000,0.000000
8192,2863282.825966,81464.000000,0.000000
16384,6646487.545772,167833.000000,0.000000
32768,2962805.161876,89221.000000,0.000000
65536,585360.900363,27945.000000,0.000000
