frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1420234.847138,39505.000000,0.000000
4,2211393.948216,69667.000000,0.000000
8,1449517.608514,57189.000000,0.000000
16,1682968.247742,48360.000000,0.000000
32,1764201.569049,58191.000000,0.000000
64,2464924.698183,69788.000000,0.000000
128,2026618.081521,64943.000000,0.000000
256,2699524.897963,78085.000000,0.000000
512,2025100.586965,63283.000000,0.000000
1024,4159168.816580,110879.000000,0.000000
2048,1362334.768592,50424.000000,0.000000
4096,3011189.157568,87068.000000,0.000000
8192,6025665.875918,157648.000000,0.000000
16384,4671577.809044,153862.000000,0.000000
32768,1928053.189904,64142.000000,0.000000
65536,4992270.062571,140208.000000,0.000000
