frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1434723.894836,52092.000000,0.000000
4,1026237.485154,41166.000000,0.000000
8,1265047.159860,51042.000000,0.000000
16,1968348.770915,72665.000000,0.000000
32,893058.514744,37355.000000,0.000000
64,1589024.275482,69633.000000,0.000000
128,1563404.448440,58769.000000,0.000000
256,2551213.965578,91796.000000,0.000000
512,2788443.866026,98515.000000,0.000000
1024,2476713.835998,85193.000000,0.000000
2048,2605108.153351,100070.000000,0.000000
4096,5100434.154508,157676.000000,0.000000
8192,3787482.229919,113271.000000,0.000000
16384,1822519.877025,68489.000000,0.000000
32768,3387861.610039,114508.000000,0.000000
65536,1969155.560934,86433.000000,0.000000
