frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1795450.912395,51100.000000,0.000000
4,1159101.651455,37521.000000,0.000000
8,1407016.688943,41576.000000,0.000000
16,1460607.085637,56091.000000,0.000000
32,2128940.774481,67577.000000,0.000000
64,1903592.235164,62995.000000,0.000000
128,2522758.503098,66971.000000,0.000000
256,1806206.536164,54190.000000,0.000000
512,3071741.287437,91954.000000,0.000000
1024,2715573.474767,76401.000000,0.000000
2048,3439038.167812,97087.000000,0.000000
4096,3522505.146772,94068.000000,0.000000
8192,3343734.456780,87653.000000,0.000000
16384,3820854.712117,113381.000000,0.000000
32768,4319863.154405,138730.000000,0.000000
65536,1625772.834378,76571.000000,0.000000
