frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,748646.681324,28394.000000,0.000000
4,993282.350543,33597.000000,0.000000
8,1139086.390567,50742.000000,0.000000
16,1248611.856483,52123.000000,0.000000
32,2280915.074724,80690.000000,0.000000
64,2480948.576954,85445.000000,0.000000
128,2048876.521782,75951.000000,0.000000
256,1657464.205953,61092.000000,0.000000
512,2803624.294657,95202.000000,0.000000
1024,3061304.615003,105046.000000,0.000000
2048,3823106.464881,122421.000000,0.000000
4096,713036.550851,26668.000000,0.000000
8192,1162180.504888,40179.000000,0.000000
16384,1935069.417830,75112.000000,0.000000
32768,3858932.557367,120987.000000,0.000000
65536,71743.767444,6972.000000,0.000000
