frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,606092.349007,24621.000000,0.000000
4,870896.014077,32914.000000,0.000000
8,1746576.579672,61061.000000,0.000000
16,1066021.748163,40188.000000,0.000000
32,1777777.788108,69414.000000,0.000000
64,2506783.471525,83736.000000,0.000000
128,2132012.073635,71195.000000,0.000000
256,2198623.378701,80726.000000,0.000000
512,1896397.915162,71168.000000,0.000000
1024,2714772.003838,97359.000000,0.000000
2048,2860593.784196,100099.000000,0.000000
4096,3495003.428434,138877.000000,0.000000
8192,2127533.889964,83477.000000,0.000000
16384,4219110.003910,160516.000000,0.000000
32768,1672361.337834,68566.000000,0.000000
65536,4877319.902535,123225.000000,0.000000
