frequency,RFDynamic_njobs25_mode0_L2_norm_flow_time,RFDynamic_njobs25_mode1_L2_norm_flow_time,RFDynamic_njobs25_mode2_L2_norm_flow_time,RFDynamic_njobs25_mode4_L2_norm_flow_time,RFDynamic_njobs25_mode8_L2_norm_flow_time,RFDynamic_njobs25_mode16_L2_norm_flow_time,RFDynamic_njobs25_mode0_maximum_flow_time,RFDynamic_njobs25_mode1_maximum_flow_time,RFDynamic_njobs25_mode2_maximum_flow_time,RFDynamic_njobs25_mode4_maximum_flow_time,RFDynamic_njobs25_mode8_maximum_flow_time,RFDynamic_njobs25_mode16_maximum_flow_time
1024,67031.679272,800133.466330,675138.378739,554911.388138,372489.940837,200858.905556,19943.000000,21385.000000,21385.000000,19943.000000,19869.000000,19943.000000
128,47254.487935,1115879.593686,1039991.419141,849816.576695,691974.777842,424613.673808,29824.000000,34753.000000,34613.000000,33928.000000,33898.000000,33898.000000
16384,87419.502698,479556.036411,375156.790133,249996.059501,202135.180486,114701.798826,16026.000000,16557.000000,16557.000000,16027.000000,16026.000000,16020.000000
16,74132.662619,510869.788187,425766.159421,306221.643802,208343.245388,89320.534022,14639.000000,14032.000000,14639.000000,14639.000000,13973.000000,14639.000000
2048,80240.359078,2062425.699278,1806133.232150,1625329.611248,1198635.890373,805386.325816,58383.000000,58514.000000,58155.000000,58383.000000,58383.000000,58383.000000
256,32829.929409,874232.876892,777649.424519,631146.148314,443066.737797,299545.159452,16304.000000,18074.000000,17947.000000,17414.000000,17696.000000,16474.000000
2,85353.199342,2553210.278138,1988963.021018,1538013.923085,820778.562601,267680.908322,63622.000000,63622.000000,63622.000000,63622.000000,63622.000000,63622.000000
32768,325970.398420,1025212.462236,932487.943673,862448.603167,860907.948192,878390.513407,19235.000000,26403.000000,26403.000000,26403.000000,26403.000000,26403.000000
32,35339.866666,701511.341746,571174.521285,411948.592897,271336.587118,162409.383236,20900.000000,26021.000000,26021.000000,26021.000000,23596.000000,22680.000000
4096,44522.320144,276319.780218,239459.220311,217814.679510,183938.886702,141214.014938,9666.000000,10834.000000,10514.000000,10146.000000,9705.000000,9705.000000
4,29728.644100,420634.462308,369538.085252,282945.489641,187370.596335,80329.553584,15047.000000,15047.000000,15047.000000,15047.000000,15047.000000,15047.000000
512,33437.213131,285313.856416,261154.553587,216093.929230,171216.843357,80162.457266,10654.000000,10986.000000,10888.000000,10654.000000,10507.000000,10654.000000
64,37194.428333,1217959.211726,1061221.742978,817949.633998,543892.441309,371996.576625,21321.000000,26621.000000,26621.000000,26522.000000,25969.000000,21930.000000
65536,197756.871226,4092317.582156,3090427.209189,1293896.510609,529583.469492,197215.177073,111686.000000,137103.000000,137103.000000,111451.000000,111930.000000,111802.000000
8192,152274.884150,5211714.067083,4243177.793313,3524895.857497,3148825.433483,2559146.990902,70701.000000,92108.000000,92117.000000,92117.000000,91845.000000,79515.000000
8,33848.496569,480221.533814,370673.751026,286848.831786,120004.533885,34122.123351,11097.000000,15383.000000,15174.000000,13872.000000,11853.000000,11073.000000
