frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,13597638.304662947,13597638.304662947,13597638.304662947,13597638.304662947,13597638.304662947,13597638.304662947
4,13356557.887748774,13356557.887748774,13356557.887748774,13356557.887748774,13356557.887748774,13356557.887748774
8,7039737.720936413,7011199.077351391,6956192.777801159,6956192.777801159,6956192.777801159,6956192.777801159
16,12466314.127912829,12260494.547297267,10758241.769862304,8988428.06375809,12285953.970969247,8988428.06375809
32,12297831.71157481,12297831.71157481,12297831.71157481,12297831.71157481,12297831.71157481,12297831.71157481
64,7610583.804929882,7525190.15170547,7487196.318616669,7487196.318616669,7487196.318616669,7487196.318616669
128,161490.37453668873,169377.9101211253,166378.75354143028,169447.11567624868,169058.70352631953,169058.70352631953
256,704758.5664317958,674522.1372986953,699156.2231404366,680405.7804802954,419434.9602298311,347947.07112720463
512,392356.3330723744,378410.3403885787,340502.1078290118,317630.0884330702,317706.40716390975,317698.95014462987
1024,355754.7800479988,356719.0297629214,358719.49103303545,371602.17647371226,379558.96882961417,411580.6336588251
2048,9844042.105886383,9718233.497100798,9718233.497100798,9718233.497100798,9718233.497100798,9718233.497100798
4096,3381749.6874326756,3381749.6874326756,3381749.6874326756,3381749.6874326756,3381749.6874326756,3381749.6874326756
8192,147449.46018212478,147449.46018212478,147449.46018212478,147449.46018212478,147449.46018212478,147449.46018212478
16384,8488957.57435835,8488957.57435835,8488957.57435835,8488957.57435835,8488957.57435835,8488957.57435835
32768,14006070.003229242,14006070.003229242,14006070.003229242,14006070.003229242,14006070.003229242,14006070.003229242
65536,514630.347521403,514630.347521403,514630.347521403,514630.347521403,514630.347521403,514630.347521403
