frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,14086890.581661839,14086890.581661839,14086890.581661839,14086890.581661839,14086890.581661839,14086890.581661839
4,13210520.727657862,13210520.727657862,13210520.727657862,13210520.727657862,13210520.727657862,13210520.727657862
8,13631413.065274855,13631413.065274855,13631413.065274855,13631413.065274855,13631413.065274855,13631413.065274855
16,13351518.425477156,13351518.425477156,13351518.425477156,13351518.425477156,13351518.425477156,13351518.425477156
32,302100.8588898747,314712.1220178848,314831.0086093808,314672.8092781453,315480.48894186784,314672.8092781453
64,1843183.958590135,1852332.5332990293,1841653.4605036313,1309281.3588980788,596896.854161588,415253.81761761085
128,325972.71759458643,316555.4776875611,298066.373571391,253007.27856723807,305707.60931321286,226742.9587969602
256,8223799.869300383,8251436.362210461,8283436.081010827,8335421.413912917,8382505.202837037,8366829.371444657
512,333019.57272208494,312366.65939885454,288062.43682576873,288061.35845163267,285944.8614401035,392867.7871269163
1024,14215389.905858474,14215389.905858474,14215389.905858474,14215389.905858474,14215389.905858474,14215389.905858474
2048,3231668.9761593775,3231668.9761593775,3231668.9761593775,3231668.9761593775,3231668.9761593775,3231668.9761593775
4096,211317.63116219148,211213.26231797092,211213.26231797092,211213.26231797092,211213.26231797092,211213.26231797092
8192,1882092.5729493222,1533376.9588004118,1533376.9588004118,1533376.9588004118,1882092.5729493222,1533376.9588004118
16384,15208556.344814915,15208556.344814915,15208556.344814915,15208556.344814915,15208556.344814915,15208556.344814915
32768,21464654.733756095,21464654.733756095,21464654.733756095,21464654.733756095,21464654.733756095,21464654.733756095
65536,12520951.976096706,12520951.976096706,12520951.976096706,12520951.976096706,12520951.976096706,12520951.976096706
