frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,7379388.435242517,7400725.964732717,7400725.964732717,7400725.964732717,7400725.964732717,7400725.964732717
4,7750524.906805603,7621434.247842659,7553954.547903965,7729418.67496599,7729418.67496599,7553954.547903965
8,7613505.357365358,7613505.357365358,7613505.357365358,7613505.357365358,7613505.357365358,7613505.357365358
16,7337671.359758762,7383614.438273101,7337176.35710639,7349074.3662206875,7349074.3662206875,7349074.3662206875
32,112701.67195299278,90040.39230811913,92384.85324986992,95783.39088276213,90126.71305445461,89574.25284645136
64,9027983.682434522,7808956.454858677,7822312.252744964,7344969.40447079,7123745.005423622,7108445.462625707
128,12204863.812392583,12204863.812392583,12204863.812392583,12204863.812392583,12204863.812392583,12204863.812392583
256,194645.75281007288,185103.77669836994,185869.89719962724,182118.14141100826,167789.63810378755,157157.1083883895
512,16414170.159369282,16414170.159369282,16414170.159369282,16414170.159369282,16414170.159369282,16414170.159369282
1024,14655935.584905796,14655935.584905796,14655935.584905796,14655935.584905796,14655935.584905796,14655935.584905796
2048,5956631.02047315,5956631.02047315,5956631.02047315,5956631.02047315,5956631.02047315,5956631.02047315
4096,313288.1670555082,313288.1670555082,313288.1670555082,313288.1670555082,313288.1670555082,313288.1670555082
8192,14375964.731566086,14375964.731566086,14375964.731566086,14375964.731566086,14375964.731566086,14375964.731566086
16384,15282175.646265848,15282175.646265848,15282175.646265848,15282175.646265848,15282175.646265848,15282175.646265848
32768,27331945.766858716,27331945.766858716,27331945.766858716,27331945.766858716,27331945.766858716,27331945.766858716
65536,2576253.7179586953,2576253.7179586953,2576253.7179586953,2576253.7179586953,2576253.7179586953,2576253.7179586953
