frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,123874.98583652795,122185.14907303588,122185.14907303588,122185.14907303588,122185.14907303588,122185.14907303588
4,7285274.202110171,7275102.155320432,7275102.155320432,7275102.155320432,7275102.155320432,7275102.155320432
8,13807816.716179643,13807816.716179643,13807816.716179643,13807816.716179643,13807816.716179643,13807816.716179643
16,152205.62333238547,152205.62333238547,152982.7000513457,152982.7000513457,152982.7000513457,153014.5699337158
32,12933526.860941488,12933526.860941488,12933526.860941488,12933526.860941488,12933526.860941488,12933526.860941488
64,6872674.781828542,6850700.85790527,6876282.450113797,6875861.243635374,6899035.480231059,6879491.731786586
128,15804609.379166288,15804609.379166288,15804609.379166288,15804609.379166288,15804609.379166288,15804609.379166288
256,4430788.716853355,4446686.304652263,4446686.304652263,4446686.304652263,4446686.304652263,4446686.304652263
512,18650510.72818278,18650510.72818278,18650510.72818278,18650510.72818278,18650510.72818278,18650510.72818278
1024,6911937.379272037,6909773.8964856155,6909773.8964856155,6902831.22403344,6911937.379272037,6899973.437942787
2048,120044.0966978385,120044.0966978385,120044.0966978385,120044.0966978385,120044.0966978385,120044.0966978385
4096,5689074.30607098,5689074.30607098,5689074.30607098,5689074.30607098,5689074.30607098,5689074.30607098
8192,12774642.720583344,12774642.720583344,12774642.720583344,12774642.720583344,12774642.720583344,12774642.720583344
16384,8652778.346029961,8652778.346029961,8652778.346029961,8652778.346029961,8652778.346029961,8652778.346029961
32768,4981584.520365683,4991710.531870113,4991710.531870113,4991710.531870113,4991710.531870113,4991710.531870113
65536,1812362.853959714,1812362.853959714,1812362.853959714,1812362.853959714,1812362.853959714,1812362.853959714
