frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,171120.70133096114,205720.6685629813,164447.09548666404,164447.09548666404,164447.09548666404,164447.09548666404
4,327325.93424902955,266031.684674965,322218.8526638378,322218.8526638378,322218.8526638378,322218.8526638378
8,7495038.077046974,7506193.430865541,7385335.106818783,7385335.106818783,7385335.106818783,7385335.106818783
16,14732336.144373845,14732336.144373845,14732336.144373845,14732336.144373845,14732336.144373845,14732336.144373845
32,12886213.081641557,12886213.081641557,12886213.081641557,12886213.081641557,12886213.081641557,12886213.081641557
64,12846595.917966051,12846595.917966051,12846595.917966051,12846595.917966051,12846595.917966051,12846595.917966051
128,7937524.654100043,7464576.257656157,7205753.501871821,6979119.034535734,6654252.062958992,6654252.062958992
256,605021.2901311821,594829.8057301769,580206.328707297,523444.2430383584,474476.2939726283,435240.7863229272
512,16777617.806798793,16777617.806798793,16777617.806798793,16777617.806798793,16777617.806798793,16777617.806798793
1024,3812054.6499717184,3812054.6499717184,3812054.6499717184,3812054.6499717184,3812054.6499717184,3812054.6499717184
2048,11434948.720989438,11425217.742622195,11425217.742622195,11415120.66000005,11366448.72367711,11292477.794839537
4096,577695.5283477621,577695.5283477621,577695.5283477621,577695.5283477621,577695.5283477621,577695.5283477621
8192,27815.57223930509,27815.57223930509,27815.57223930509,27815.57223930509,27815.57223930509,27815.57223930509
16384,274882.97722121683,274882.97722121683,274882.97722121683,274882.97722121683,274882.97722121683,274882.97722121683
32768,12449554.662960278,12449554.662960278,12449554.662960278,12449554.662960278,12449554.662960278,12449554.662960278
65536,5240420.802630452,5240420.802630452,5240420.802630452,5240420.802630452,5240420.802630452,5240420.802630452
