frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,324625.1060947073,317211.2776399982,317211.2776399982,317211.2776399982,317211.2776399982,317211.2776399982
4,100991.71722473086,101305.73910692325,101033.62120106356,101033.62120106356,101033.62120106356,101033.62120106356
8,130683.69687149196,121173.62141571903,110115.02199064395,102065.01135060927,102065.01135060927,102065.01135060927
16,8121237.887348887,7861631.9579781275,7860778.695691222,7860778.695691222,7860778.695691222,7860778.695691222
32,13464222.899008246,13464222.899008246,13464222.899008246,13464222.899008246,13464222.899008246,13464222.899008246
64,285693.3004902285,249534.83408133622,197682.60165730317,209912.66628052725,192925.33559125924,198996.3216092197
128,224524.42938130363,218706.75357656425,195357.26728995776,188621.16168659338,188569.69617358988,188569.69617358988
256,222574.10009028454,222525.9190925857,222525.9190925857,222526.48671562673,222574.10009028454,222525.9190925857
512,16425320.36910069,16425320.36910069,16425320.36910069,16425320.36910069,16425320.36910069,16425320.36910069
1024,3259393.874902203,3259393.874902203,3259393.874902203,3259393.874902203,3259393.874902203,3259393.874902203
2048,14072966.191639807,14048510.95515724,13907452.571053082,13766807.718396084,13680078.556595974,13099734.131947221
4096,24845398.836654905,24845398.836654905,24845398.836654905,24845398.836654905,24845398.836654905,24845398.836654905
8192,24920778.999846693,24920778.999846693,24920778.999846693,24920778.999846693,24920778.999846693,24920778.999846693
16384,428148.2400816334,319868.778990698,319868.778990698,319868.778990698,319868.778990698,319868.778990698
32768,563931.5894565581,563931.5894565581,563931.5894565581,563931.5894565581,563931.5894565581,563931.5894565581
65536,203497.36523847183,203497.36523847183,203497.36523847183,203497.36523847183,203497.36523847183,203497.36523847183
