frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,177105.9907258927,96083.78119120833,89705.65118207436,89705.65118207436,96083.78119120833,89705.65118207436
4,13302451.826446394,13302451.826446394,13302451.826446394,13302451.826446394,13302451.826446394,13302451.826446394
8,379523.0185640918,293523.8290548146,293368.64638369245,293369.14251672756,293586.8051258435,293320.13631866465
16,13580150.304141924,13580150.304141924,13580150.304141924,13580150.304141924,13580150.304141924,13580150.304141924
32,277596.47220380884,258954.00473056987,230714.974349304,166845.15308213182,166845.15308213182,167008.4731892367
64,12774277.59431053,12774277.59431053,12774277.59431053,12774277.59431053,12774277.59431053,12774277.59431053
128,13762115.146968253,13762115.146968253,13762115.146968253,13762115.146968253,13762115.146968253,13762115.146968253
256,12865295.890713513,12865295.890713513,12865295.890713513,12865295.890713513,12865295.890713513,12865295.890713513
512,5866612.587451211,5866612.587451211,5865030.78048044,5866612.587451211,5866612.587451211,5865030.78048044
1024,14974623.110433532,14988141.686867421,14950025.312473688,14973849.644967757,14083097.806550127,12768556.903953556
2048,178090.78591549874,178090.78591549874,178090.78591549874,178090.78591549874,178090.78591549874,178090.78591549874
4096,10284299.00774676,10201225.264293648,10201225.264293648,10284299.00774676,10284299.00774676,10201225.264293648
8192,185838.19857069213,185836.8368892454,185836.8368892454,185836.8368892454,185836.8368892454,185836.8368892454
16384,8009577.185018009,8009577.185018009,8009577.185018009,8009577.185018009,8009577.185018009,8009577.185018009
32768,17539956.392320964,17539956.392320964,17539956.392320964,17539956.392320964,17539956.392320964,17539956.392320964
65536,4158555.521592323,4158555.521592323,4158555.521592323,4158555.521592323,4158555.521592323,4158555.521592323
