frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,7913762.85974523,7913762.85974523,7913762.85974523,7913762.85974523,7913762.85974523,7913762.85974523
4,151056.837948502,150170.7058050937,149558.18912383233,149630.4151066888,149630.4151066888,149174.80868430834
8,12670027.714033226,12670027.714033226,12670027.714033226,12670027.714033226,12670027.714033226,12670027.714033226
16,6409713.115570306,6263087.358286407,6284229.432081073,6284229.432081073,6338434.692105615,6284229.432081073
32,14218392.363526968,14218392.363526968,14218392.363526968,14218392.363526968,14218392.363526968,14218392.363526968
64,7131979.564084785,7022412.64892195,6877594.675219164,6724508.339608555,6674583.846124791,6674583.846124791
128,1082699.1079699844,1066569.530779405,1049750.150934021,969873.2370835892,895938.7169505513,369772.35872763663
256,6320939.95257525,6335719.914595578,6351588.691727055,6351588.691727055,6351588.691727055,6350922.9926190255
512,11662591.932056999,11662591.932056999,11662591.932056999,11662591.932056999,11662591.932056999,11662591.932056999
1024,15797638.678358674,15797638.678358674,15797638.678358674,15797638.678358674,15797638.678358674,15797638.678358674
2048,16499423.333762517,16499423.333762517,16499423.333762517,16499423.333762517,16499423.333762517,16499423.333762517
4096,8479986.523204032,8440968.770339102,8440968.770339102,8440968.770339102,8440968.770339102,8440968.770339102
8192,715756.7412592074,715756.7412592074,715756.7412592074,715756.7412592074,715756.7412592074,715756.7412592074
16384,7195720.302195813,7195720.302195813,7195720.302195813,7195720.302195813,7195720.302195813,7195720.302195813
32768,15262779.276491586,15262779.276491586,15262779.276491586,15262779.276491586,15262779.276491586,15262779.276491586
65536,1367400.4193179845,1367400.4193179845,1367400.4193179845,1367400.4193179845,1367400.4193179845,1367400.4193179845
