arrival_rate,bp_parameter,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint
20,"{'L': 19.7, 'H': 4096}",0.8390903072049185,2.587620737434943,1.1321213097351843,1.074320622335571,1.5816144613163914,2.587620737434943,0.840392546100451,2.5916366345824136,1.1338783225278948,1.0759879304770965,1.5840690718053667,2.5916366345824136,0.8351337768569407,2.57541942860226,1.126783061538181,1.069254919503312,1.5741567352989811,2.57541942860226,1.0,0.9984504397360792,1.0047376006786224,1.0062969183970762,60,80,100,100
20,"{'L': 13.0, 'H': 262144}",0.5182869686268233,2.32310483475186,0.8288330379579251,0.719580745474674,1.4074335945900118,2.32310483475186,0.5540357106440151,2.48334053513319,0.8860016342044907,0.7692136862732195,1.5045110507580337,2.48334053513319,0.5391176412023044,2.416473642189649,0.862144988052264,0.7485016943079376,1.4640003040681862,2.416473642189649,1.0,0.9354757440172272,0.9613615452667696,1.027671269314136,60,80,100,100
20,"{'L': 32.3, 'H': 512}",0.7768337967195206,1.4736251089942525,0.8221918190955999,1.000372825739332,0.8717250061994758,1.4736251089942525,0.7766243129376774,1.4732277259733864,0.8219701039071104,1.000103061622897,0.871489933714477,1.4732277259733864,0.7765684832886026,1.4731218191847653,0.8219110144584715,1.0000311666254846,0.8714272844046872,1.4731218191847653,1.0,1.0002697363169726,1.000341648465818,1.0000718927567578,60,80,100,100
20,"{'L': 15.3, 'H': 32768}",0.5284058466330086,2.135743671059494,0.8134072938142657,0.6762438218109662,1.312746062080416,2.135743671059494,0.5496623166761526,2.2216593959762183,0.8461286724364182,0.7034474506727215,1.3655546135388708,2.2216593959762183,0.5814835643736498,2.350276497411032,0.8951130565804329,0.7441716824253924,1.4446097902965715,2.350276497411032,1.0,0.9613281292927568,0.9087201754398436,0.9452757573091962,60,80,100,100
22,"{'L': 13.0, 'H': 262144}",0.4803553790272294,2.7556128824041743,1.1815837531457467,0.6648128795919185,1.6583077141185822,2.755612882404175,0.5247569312750309,3.0103274015182575,1.2908032082431369,0.7262647235745766,1.811593052070829,3.0103274015182575,0.4856941825343163,2.786239531679022,1.194716204161464,0.6722017951492079,1.6767386080494353,2.7862395316790223,1.0,0.9153864396990116,0.9890078907693944,1.0804266350008311,60,80,100,100
22,"{'L': 32.3, 'H': 512}",0.7538673441580963,1.4590113457426777,0.8154866369044467,1.0003348347914582,0.8617460330387547,1.4590113457426774,0.7536731724532681,1.458635551881116,0.81527659407426,1.0000771810785396,0.861524075292925,1.4586355518811158,0.7536327657667264,1.4585573500402151,0.8152328846429233,1.0000235639316777,0.8614778863949638,1.458557350040215,1.0000000000000002,1.000257633828462,1.0003112635251885,1.000053615883461,60,80,100,100
22,"{'L': 19.7, 'H': 4096}",0.83586136091931,2.7108697090911225,1.0648669363283951,1.0878299982910888,1.6516911296544567,2.7108697090911225,0.7212386309222195,2.3391247029806665,0.9188403809300756,0.938654489041904,1.4251926273373383,2.3391247029806665,0.7399236324559574,2.399723992576278,0.942644616020736,0.962972044723817,1.462114840438458,2.399723992576278,1.0,1.1589248344206506,1.129658959729284,0.9747473918737825,60,80,100,100
22,"{'L': 15.3, 'H': 32768}",0.5790341925896995,2.1330530496291846,0.9167629488738628,0.8118570451380377,1.299100821437913,2.1330530496291846,0.606628874129387,2.234706665883735,0.9604525650404248,0.8505472242380662,1.3610112818464704,2.234706665883735,0.6331624960550675,2.332451538104753,1.002462245629577,0.8877497041072593,1.4205411860913475,2.332451538104753,1.0,0.9545114274699,0.9145111976741902,0.9580935034987088,60,80,100,100
24,"{'L': 13.0, 'H': 262144}",0.49297364140514,2.3439149018933763,1.0372039032590044,0.8623349326863505,1.4127721824866175,2.3239266191457157,0.5162273660300708,2.4544781188587774,1.086129143719207,0.9030115477726872,1.4794130990185166,2.433546982409214,0.5143238405300192,2.445427529920619,1.0821241748673651,0.8996818027395147,1.4739579435106855,2.424573574485854,1.0086010817135904,0.9549544906854546,0.9584888013301552,1.0037010252102838,60,80,100,100
24,"{'L': 15.3, 'H': 32768}",0.3693851032938,2.204659288687413,0.5906317002051396,0.4421645083421398,1.3709983612483647,2.204659288687413,0.394123843179897,2.3523114062037105,0.630187935336356,0.4717774858585609,1.4628179055146424,2.3523114062037105,0.417958453770388,2.494567266448238,0.6682985046345233,0.5003081948105363,1.5512817113616402,2.494567266448238,1.0,0.9372310497977024,0.8837842612383848,0.9429737324954676,60,80,100,100
