frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,237660.364226,180288.000000,48.124838
4,214980.538673,152155.000000,169.938224
8,78176.031403,34325.000000,103.300532
16,426949.982252,202848.000000,1743.251273
32,117720.520858,46685.000000,231.326609
64,266760.134640,145317.000000,2698.607233
128,356518.563915,147323.000000,2588.534914
256,184841.277931,99634.000000,3457.572270
512,279115.673800,152714.000000,6785.547288
1024,305073.732961,178086.000000,55093.630730
2048,461088.491496,291199.000000,36526.265933
4096,432621.680380,188540.000000,171783.424733
8192,565305.625296,321012.000000,216955.900971
16384,477325.522339,199628.000000,128707.152560
32768,803834.021251,196943.000000,251888.242030
65536,1268142.763851,255655.000000,567112.208744
