frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,658017.248564,309199.000000,23.108440
4,500000.070884,280610.000000,51.565492
8,158336.555918,79923.000000,148.546289
16,150465.805065,90007.000000,117.111058
32,487956.767110,304420.000000,176.354756
64,163581.932493,93985.000000,156.448074
128,484744.100549,303743.000000,3296.502086
256,655981.966581,321264.000000,28681.116784
512,522677.120334,283664.000000,10997.648931
1024,565033.002708,197172.000000,150142.421347
2048,316994.606899,159671.000000,103194.212236
4096,550888.739955,290452.000000,123325.855545
8192,345441.852175,146794.000000,243550.658344
16384,240227.715443,64443.000000,192793.428062
32768,488512.108793,188378.000000,127833.275281
65536,1348692.704709,142754.000000,96373.455682
