frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,405015.379952,225246.000000,63.150614
4,243748.475111,139203.000000,3471.755176
8,569846.804980,239214.000000,37.188708
16,151042.952649,124667.000000,1400.268903
32,179905.614104,107666.000000,1308.625997
64,686882.573132,291715.000000,201.044771
128,163852.437126,68360.000000,2010.830674
256,150811.393920,62446.000000,2220.492738
512,440636.324531,235608.000000,26869.817789
1024,811069.262385,265870.000000,188584.728422
2048,787119.387916,252892.000000,220436.021587
4096,224607.858529,65266.000000,84249.683875
8192,234756.223183,65049.000000,152778.448974
16384,495839.991385,135004.000000,196878.940791
32768,430942.545659,43656.000000,28950.793236
65536,643767.787287,253039.000000,261942.689648
