frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,539242.781233,243591.000000,51.749396
4,607850.050242,299013.000000,9411.323871
8,147889.521512,69957.000000,28.372522
16,600821.595411,353819.000000,39.064050
32,163487.031128,70256.000000,161.623018
64,264023.922645,120200.000000,556.934467
128,83285.322290,28852.000000,1913.530507
256,421787.236813,174405.000000,516.471684
512,276622.783657,159517.000000,76200.401607
1024,311830.918809,133166.000000,3208.993612
2048,483039.396638,195258.000000,116578.161115
4096,821441.440030,250682.000000,131810.694748
8192,557277.781147,158860.000000,73171.413646
16384,1631674.830549,338560.000000,281312.002851
32768,176413.082026,87108.000000,13649.339544
65536,1010924.941717,225054.000000,863951.333810
