frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,299339.309387,213041.000000,41.048752
4,268162.430540,252650.000000,25.000000
8,353790.949130,228472.000000,346.492424
16,400398.618082,146567.000000,7653.271327
32,303561.205861,146788.000000,3999.294813
64,323247.528993,206083.000000,6503.529657
128,368114.042403,232424.000000,1110.838872
256,535533.688334,225678.000000,79403.725731
512,702674.537484,285457.000000,2638.527809
1024,367465.050505,233093.000000,52978.250726
2048,199972.897911,117292.000000,26516.453892
4096,406265.882141,189844.000000,65898.179429
8192,604197.669833,176919.000000,274908.952870
16384,375895.231045,138442.000000,114977.238561
32768,1111158.512233,138437.000000,606274.254565
65536,727140.442212,279527.000000,620965.209540
