frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,400824.890476,325738.000000,94.477511
4,305358.845847,124483.000000,31.670175
8,278607.223792,246634.000000,52.611786
16,381080.003690,198511.000000,127.620531
32,309954.777676,133046.000000,480.374854
64,491925.489981,193879.000000,741.503203
128,155764.242922,111131.000000,3335.567718
256,369526.150136,290829.000000,81575.451418
512,132949.747785,61507.000000,39065.459449
1024,272419.043086,178262.000000,3509.548262
2048,280194.046425,198701.000000,19270.995226
4096,293012.298104,137780.000000,154420.323559
8192,1414436.809701,291079.000000,695136.050225
16384,761451.294147,254398.000000,357321.173270
32768,1832554.844871,153103.000000,1691527.094295
65536,5156412.077742,217033.000000,5027973.407189
