arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
40.00,50.00,25,72.50,27.50,40
36.00,50.00,25,62.50,37.50,40
30.00,50.00,25,20.00,80.00,40
38.00,50.00,25,62.50,37.50,40
24.00,50.00,25,2.50,97.50,40
22.00,50.00,25,0.00,100.00,40
22.00,250.00,100,0.00,100.00,40
40.00,250.00,100,0.00,100.00,40
34.00,50.00,25,50.00,50.00,40
36.00,250.00,100,0.00,100.00,40
26.00,1000.00,400,0.00,100.00,40
34.00,1000.00,400,0.00,100.00,40
26.00,50.00,25,5.00,95.00,40
30.00,1000.00,400,0.00,100.00,40
38.00,250.00,100,0.00,100.00,40
26.00,250.00,100,0.00,100.00,40
28.00,1000.00,400,0.00,100.00,40
24.00,250.00,100,0.00,100.00,40
24.00,1000.00,400,0.00,100.00,40
32.00,250.00,100,0.00,100.00,40
20.00,50.00,25,0.00,100.00,40
28.00,50.00,25,15.00,85.00,40
30.00,250.00,100,0.00,100.00,40
34.00,250.00,100,0.00,100.00,40
32.00,50.00,25,42.50,57.50,40
28.00,250.00,100,0.00,100.00,40
40.00,1000.00,400,0.00,100.00,40
20.00,250.00,100,0.00,100.00,40
32.00,1000.00,400,0.00,100.00,40
20.00,1000.00,400,0.00,100.00,40
36.00,1000.00,400,0.00,100.00,40
22.00,1000.00,400,0.00,100.00,40
38.00,1000.00,400,0.00,100.00,40
36.00,16.77,64,99.75,0.25,400
34.00,7.92,512,0.00,100.00,400
38.00,30.00,12,99.75,0.25,400
38.00,7.92,512,0.00,100.00,400
38.00,30.00,6,99.75,0.25,400
34.00,30.00,12,99.75,0.25,400
40.00,30.00,12,99.75,0.25,400
38.00,16.77,64,99.75,0.25,400
40.00,16.77,64,99.75,0.25,400
36.00,30.00,12,99.75,0.25,400
40.00,4.07,262144,0.00,100.00,400
36.00,7.92,512,0.00,100.00,400
40.00,5.65,4096,0.00,100.00,400
40.00,30.00,9,99.75,0.25,400
34.00,16.77,64,99.75,0.25,400
40.00,30.00,6,99.75,0.25,400
36.00,30.00,6,99.75,0.25,400
36.00,30.00,9,99.75,0.25,400
32.00,7.92,512,66.25,33.75,400
34.00,30.00,9,99.75,0.25,400
36.00,5.65,4096,0.00,100.00,400
38.00,5.65,4096,0.00,100.00,400
38.00,30.00,9,99.75,0.25,400
34.00,5.65,4096,0.00,100.00,400
40.00,4.64,32768,0.00,100.00,400
34.00,30.00,6,99.75,0.25,400
32.00,16.77,64,99.75,0.25,400
40.00,7.92,512,0.00,100.00,400
32.00,30.00,12,99.75,0.25,400
32.00,30.00,9,99.75,0.25,400
34.00,4.64,32768,0.00,100.00,400
32.00,30.00,6,99.75,0.25,400
32.00,5.65,4096,0.00,100.00,400
28.00,4.07,262144,0.00,100.00,400
38.00,4.64,32768,0.00,100.00,400
36.00,4.64,32768,0.00,100.00,400
30.00,5.65,4096,0.00,100.00,400
32.00,4.64,32768,0.00,100.00,400
36.00,4.07,262144,0.00,100.00,400
32.00,4.07,262144,0.00,100.00,400
30.00,7.92,512,84.00,16.00,400
34.00,4.07,262144,0.00,100.00,400
30.00,16.77,64,99.75,0.25,400
30.00,30.00,6,99.75,0.25,400
30.00,4.07,262144,0.00,100.00,400
30.00,30.00,12,99.75,0.25,400
28.00,5.65,4096,0.00,100.00,400
26.00,5.65,4096,0.00,100.00,400
30.00,4.64,32768,0.00,100.00,400
38.00,4.07,262144,0.00,100.00,400
30.00,30.00,9,99.75,0.25,400
28.00,7.92,512,0.00,100.00,400
24.00,4.07,262144,0.00,100.00,400
28.00,4.64,32768,0.00,100.00,400
24.00,5.65,4096,0.00,100.00,400
26.00,7.92,512,0.00,100.00,400
26.00,4.07,262144,0.00,100.00,400
24.00,4.64,32768,0.00,100.00,400
26.00,4.64,32768,0.00,100.00,400
28.00,16.77,64,99.75,0.25,400
22.00,4.64,32768,0.00,100.00,400
28.00,30.00,12,99.75,0.25,400
22.00,5.65,4096,0.00,100.00,400
22.00,4.07,262144,0.00,100.00,400
24.00,7.92,512,0.00,100.00,400
20.00,4.07,262144,0.00,100.00,400
28.00,30.00,9,99.75,0.25,400
28.00,30.00,6,99.75,0.25,400
20.00,5.65,4096,0.00,100.00,400
20.00,4.64,32768,0.00,100.00,400
22.00,7.92,512,0.00,100.00,400
26.00,16.77,64,99.75,0.25,400
26.00,30.00,9,99.75,0.25,400
26.00,30.00,12,99.75,0.25,400
26.00,30.00,6,99.75,0.25,400
20.00,7.92,512,0.00,100.00,400
24.00,16.77,64,96.25,3.75,400
24.00,30.00,12,99.75,0.25,400
24.00,30.00,9,99.75,0.25,400
24.00,30.00,6,99.75,0.25,400
22.00,16.77,64,90.75,9.25,400
22.00,30.00,12,93.00,7.00,400
22.00,30.00,9,99.75,0.25,400
20.00,16.77,64,84.75,15.25,400
22.00,30.00,6,99.75,0.25,400
20.00,30.00,12,92.25,7.75,400
20.00,30.00,9,99.75,0.25,400
20.00,30.00,6,99.75,0.25,400
