arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
32.00,30.00,12.00,99.00,1.00,100
32.00,30.00,6.00,99.00,1.00,100
32.00,30.00,9.00,99.00,1.00,100
34.00,30.00,18.00,99.00,1.00,100
38.00,16.77,64.00,99.00,1.00,100
38.00,30.00,12.00,99.00,1.00,100
40.00,30.00,12.00,99.00,1.00,100
32.00,16.77,64.00,99.00,1.00,100
38.00,30.00,6.00,99.00,1.00,100
36.00,30.00,18.00,99.00,1.00,100
36.00,16.77,64.00,99.00,1.00,100
40.00,30.00,6.00,99.00,1.00,100
38.00,30.00,15.00,99.00,1.00,100
40.00,30.00,9.00,99.00,1.00,100
34.00,30.00,12.00,99.00,1.00,100
38.00,7.92,512.00,0.00,100.00,100
36.00,30.00,6.00,99.00,1.00,100
34.00,16.77,64.00,99.00,1.00,100
38.00,30.00,9.00,99.00,1.00,100
36.00,30.00,15.00,99.00,1.00,100
34.00,30.00,15.00,99.00,1.00,100
34.00,30.00,6.00,99.00,1.00,100
32.00,7.92,512.00,51.00,49.00,100
30.00,4.64,32768.00,0.00,100.00,100
30.00,16.77,64.00,99.00,1.00,100
34.00,30.00,9.00,99.00,1.00,100
36.00,30.00,9.00,99.00,1.00,100
40.00,16.77,64.00,99.00,1.00,100
36.00,7.92,512.00,0.00,100.00,100
38.00,5.65,4096.00,0.00,100.00,100
30.00,5.65,4096.00,0.00,100.00,100
40.00,4.64,32768.00,0.00,100.00,100
38.00,30.00,18.00,99.00,1.00,100
36.00,5.65,4096.00,0.00,100.00,100
30.00,30.00,15.00,99.00,1.00,100
30.00,30.00,6.00,99.00,1.00,100
40.00,30.00,15.00,99.00,1.00,100
32.00,4.07,262144.00,0.00,100.00,100
38.00,4.07,262144.00,0.00,100.00,100
36.00,30.00,12.00,99.00,1.00,100
40.00,7.92,512.00,0.00,100.00,100
28.00,4.07,262144.00,0.00,100.00,100
40.00,30.00,18.00,99.00,1.00,100
40.00,5.65,4096.00,0.00,100.00,100
32.00,5.65,4096.00,0.00,100.00,100
30.00,30.00,12.00,99.00,1.00,100
36.00,4.64,32768.00,0.00,100.00,100
28.00,4.64,32768.00,0.00,100.00,100
32.00,30.00,15.00,99.00,1.00,100
36.00,4.07,262144.00,0.00,100.00,100
32.00,30.00,18.00,99.00,1.00,100
30.00,4.07,262144.00,0.00,100.00,100
38.00,4.64,32768.00,0.00,100.00,100
34.00,5.65,4096.00,0.00,100.00,100
30.00,7.92,512.00,55.00,45.00,100
34.00,7.92,512.00,0.00,100.00,100
34.00,4.64,32768.00,0.00,100.00,100
28.00,5.65,4096.00,0.00,100.00,100
30.00,30.00,18.00,99.00,1.00,100
30.00,30.00,9.00,99.00,1.00,100
28.00,7.92,512.00,0.00,100.00,100
26.00,5.65,4096.00,0.00,100.00,100
32.00,4.64,32768.00,0.00,100.00,100
26.00,4.07,262144.00,0.00,100.00,100
20.00,4.64,32768.00,0.00,100.00,100
34.00,4.07,262144.00,0.00,100.00,100
24.00,4.07,262144.00,0.00,100.00,100
28.00,30.00,6.00,99.00,1.00,100
26.00,7.92,512.00,0.00,100.00,100
24.00,4.64,32768.00,0.00,100.00,100
22.00,4.64,32768.00,0.00,100.00,100
40.00,4.07,262144.00,0.00,100.00,100
22.00,4.07,262144.00,0.00,100.00,100
26.00,4.64,32768.00,0.00,100.00,100
20.00,5.65,4096.00,0.00,100.00,100
28.00,16.77,64.00,99.00,1.00,100
22.00,5.65,4096.00,0.00,100.00,100
28.00,30.00,15.00,99.00,1.00,100
28.00,30.00,18.00,75.00,25.00,100
28.00,30.00,9.00,99.00,1.00,100
24.00,7.92,512.00,0.00,100.00,100
24.00,5.65,4096.00,0.00,100.00,100
28.00,30.00,12.00,99.00,1.00,100
26.00,16.77,64.00,99.00,1.00,100
26.00,30.00,15.00,81.00,19.00,100
20.00,7.92,512.00,0.00,100.00,100
22.00,7.92,512.00,0.00,100.00,100
26.00,30.00,12.00,99.00,1.00,100
24.00,30.00,18.00,54.00,46.00,100
26.00,30.00,6.00,99.00,1.00,100
26.00,30.00,18.00,68.00,32.00,100
26.00,30.00,9.00,99.00,1.00,100
24.00,30.00,15.00,81.00,19.00,100
22.00,30.00,12.00,89.00,11.00,100
24.00,30.00,12.00,99.00,1.00,100
20.00,4.07,262144.00,0.00,100.00,100
24.00,30.00,9.00,99.00,1.00,100
22.00,16.77,64.00,93.00,7.00,100
22.00,30.00,9.00,99.00,1.00,100
24.00,16.77,64.00,89.00,11.00,100
22.00,30.00,6.00,99.00,1.00,100
20.00,30.00,9.00,99.00,1.00,100
22.00,30.00,15.00,71.00,29.00,100
24.00,30.00,6.00,99.00,1.00,100
20.00,30.00,18.00,33.00,67.00,100
22.00,30.00,18.00,51.00,49.00,100
20.00,30.00,6.00,99.00,1.00,100
20.00,30.00,12.00,86.00,14.00,100
20.00,30.00,15.00,59.00,41.00,100
20.00,16.77,64.00,79.00,21.00,100
