frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,443468.117399,274453.000000,0.000000
4,694518.136325,245713.000000,0.000000
8,489119.132632,191876.000000,0.000000
16,83337.430906,26335.000000,0.000000
32,907223.183524,277072.000000,0.000000
64,448443.867670,206828.000000,0.000000
128,220940.131026,82798.000000,0.000000
256,606413.615423,229019.000000,0.000000
512,725895.614145,303567.000000,0.000000
1024,705169.580039,276319.000000,0.000000
2048,250139.000616,138169.000000,0.000000
4096,475964.191242,128007.000000,0.000000
8192,799549.493924,274560.000000,0.000000
16384,636518.628691,144196.000000,0.000000
32768,2869669.617792,258950.000000,0.000000
65536,1310885.363605,205320.000000,0.000000
