frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,198826.165263,79482.000000,81.792420
4,268905.423231,122823.000000,31.527766
8,313785.164716,111898.000000,67.453688
16,490502.991528,228850.000000,25544.226765
32,1055880.763057,282823.000000,111.471970
64,371361.881078,200955.000000,17594.905570
128,1400211.572623,312711.000000,80281.408502
256,1463912.681038,271391.000000,271494.422727
512,1253473.142431,295133.000000,14399.052226
1024,1534011.626174,299513.000000,452221.893297
2048,1259269.060228,284470.000000,173307.841738
4096,1758491.667546,299720.000000,471762.429640
8192,1010605.570942,61924.000000,195022.621052
16384,1168504.333124,158505.000000,345539.203990
32768,5611773.970141,220005.000000,5573373.935634
65536,5038280.980270,296016.000000,1438434.412997
