frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,236060.668539,135420.000000,0.000000
4,986903.665760,295932.000000,0.000000
8,516123.906993,249718.000000,0.000000
16,848243.096937,278977.000000,0.000000
32,1347811.618393,280056.000000,0.000000
64,548074.771165,249666.000000,0.000000
128,588151.269780,221951.000000,0.000000
256,2141450.274849,300309.000000,0.000000
512,1761278.654613,303951.000000,0.000000
1024,1509462.521145,303891.000000,0.000000
2048,1400309.209152,291544.000000,0.000000
4096,2120662.811704,285862.000000,0.000000
8192,1052106.970618,281170.000000,0.000000
16384,1381132.091242,141042.000000,0.000000
32768,2619535.492720,161519.000000,0.000000
65536,2656278.128076,124928.000000,0.000000
