frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,386209.118947,140740.000000,0.000000
4,548856.022017,164399.000000,0.000000
8,1102769.082428,285754.000000,0.000000
16,282743.512819,77086.000000,0.000000
32,677072.198582,149546.000000,0.000000
64,1232084.381825,271753.000000,0.000000
128,1174238.304305,303019.000000,0.000000
256,1430829.540026,305537.000000,0.000000
512,1624316.995210,262375.000000,0.000000
1024,1754383.140711,301054.000000,0.000000
2048,447876.167774,138738.000000,0.000000
4096,922147.435955,274583.000000,0.000000
8192,1043324.088572,238976.000000,0.000000
16384,2254500.885009,300597.000000,0.000000
32768,1941454.684840,225766.000000,0.000000
65536,1069460.091925,177609.000000,0.000000
