frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,418077.308075,192964.000000,78.089692
4,727838.570781,279755.000000,18.384776
8,843067.435968,271178.000000,103.831594
16,312299.414373,202969.000000,843.444723
32,366883.315354,136477.000000,1079.570285
64,419212.172512,274286.000000,3198.688481
128,520816.972487,310450.000000,1460.733720
256,658085.832753,270065.000000,6511.621150
512,648640.574410,263816.000000,6577.959638
1024,697501.242894,319541.000000,9815.212580
2048,385078.602010,201034.000000,71639.334133
4096,458854.628014,149000.000000,110661.198191
8192,700487.213363,268886.000000,48426.247046
16384,702671.682824,272691.000000,248192.158395
32768,1944091.059728,322416.000000,1030120.226934
65536,2235252.630721,259900.000000,2219998.207416
